# seed library for xarm7 (Halton joints + FK forward + voxel dedup)
# version: v1.1  base_version: v1 (entries=8000)
# increment: 姿态感知覆盖驱动拒绝采样 +4000 (组合度量 gap>0.05), 2026-09-17 14:01
# generated: 2026-09-17 14:01  urdf=/tmp/verify_xarm7.urdf (verify_robot.sh 产物)
# entries=12000 voxel=0.03m orient_bucket=0.5
# 查询端参数 (dls_ik): 组合度量 dp + 0.35*(1-|q·q'|), 分支封顶<=2, top-6
# format: qw qx qy qz x y z | j1 .. j7 br   (br = L1 最近分支 0-3, 查询端封顶选种用)
0.547863 0.237442 0.792062 0.126906 0.669908 -0.103105 0.003385 | -3.095010 -2.019147 -2.240316 3.252173 -5.683893 -0.015878 2.203633 3
0.552949 -0.389894 0.535761 -0.505165 0.572289 0.142624 0.585388 | 3.188175 -0.634680 0.272958 3.840599 -4.541496 0.356011 2.942832 0
0.428289 0.265132 -0.538623 0.675395 -0.092572 -0.288628 0.389159 | -4.665806 0.749786 2.786233 0.394106 -3.399099 0.727901 3.682030 2
0.633985 0.210120 0.741720 0.061357 0.437156 -0.109389 0.507613 | 1.617379 -1.557658 5.299507 0.982531 -2.256701 1.099790 4.421228 2
0.565304 0.515924 0.620275 -0.171794 0.455873 0.218720 0.568859 | -1.524214 -0.173191 -4.250935 1.570957 -1.114304 1.471679 5.160426 3
0.076720 0.199031 -0.784793 -0.581894 -0.371426 -0.444127 0.494263 | 4.758972 1.211275 -1.737661 2.159383 0.028093 1.843569 5.899625 0
0.186274 -0.270775 -0.889876 -0.316391 -0.504372 -0.269513 0.581098 | -5.451204 -1.096169 0.775613 2.747809 1.170491 2.215458 -5.884065 1
0.065400 0.886676 -0.425122 0.169705 0.261017 0.195802 0.753179 | 0.831981 0.288298 3.288887 3.336234 2.312888 2.587348 -5.144867 2
0.548238 -0.744277 0.378833 0.044420 -0.191640 -0.343766 0.462691 | -2.309612 1.672764 5.802162 3.924660 3.455285 2.959237 -4.405669 1
0.006301 -0.487440 0.608890 -0.625792 0.098559 -0.056050 0.316258 | 3.973573 -1.865317 -6.161023 -0.180596 4.597683 -1.474829 -3.666471 3
0.435437 0.327556 0.819546 -0.177330 0.166526 -0.303996 0.177724 | -3.880408 -0.480851 -3.647749 0.407830 5.740080 -1.102940 -2.927272 3
0.530994 -0.076789 0.694984 0.478693 0.104509 0.501892 0.320559 | 2.402777 0.903616 -1.134475 0.996256 -5.580039 -0.731050 -2.188074 1
0.131476 0.354242 0.359760 0.853111 0.059566 0.528246 0.509070 | -0.738815 -1.403828 1.378799 1.584681 -4.437642 -0.359161 -1.448876 1
0.362242 -0.424433 -0.192995 0.807087 -0.421269 0.013694 0.806419 | 5.544370 -0.019362 3.892073 2.173107 -3.295244 0.012729 -0.709678 2
0.398401 0.455828 0.588819 0.535528 0.628562 0.430019 0.300900 | -5.843904 1.365105 -5.658368 2.761533 -2.152847 0.384618 0.029521 3
0.804639 -0.102276 -0.583865 -0.034613 -0.480318 -0.215557 0.790122 | 0.439282 -0.942339 -3.145094 3.349958 -1.010450 0.756507 0.768719 3
0.499948 0.615201 0.359219 0.492484 0.032059 0.029225 0.109813 | -2.702311 0.442127 -0.631820 -0.096535 0.131948 1.128397 1.507917 0
0.487830 -0.221118 0.139677 0.832838 0.119972 -0.227673 0.450287 | 3.580874 1.826594 1.881454 0.491891 1.274345 1.500286 2.247115 0
0.216217 -0.244615 0.456069 -0.827898 0.529139 -0.019312 0.157548 | -4.273107 -1.711488 4.394728 1.080316 2.416742 1.872176 2.986314 2
0.857567 0.062006 0.435712 0.266251 -0.298429 -0.108276 0.821279 | 2.010078 -0.327021 -5.155714 1.668742 3.559140 2.244065 3.725512 3
0.194576 0.279186 0.841557 0.419495 0.137117 -0.316888 0.758400 | -1.131515 1.057446 -2.642440 2.257168 4.701537 2.615955 4.464710 0
0.392225 0.812282 -0.269874 0.336935 -0.250337 0.403682 0.556089 | 5.151671 -1.249999 -0.129165 2.845594 5.843934 2.987844 5.203909 0
0.527430 -0.499582 0.596869 0.340564 0.142312 0.209377 0.755407 | -5.058505 0.134468 2.384109 3.434019 -5.476185 -1.446222 5.943107 2
0.632903 0.013691 -0.284023 0.720123 0.082897 -0.066252 0.361400 | 1.224680 1.518935 4.897383 -0.012474 -4.333787 -1.074333 -5.840583 1
0.091290 0.616488 0.674835 -0.395229 0.196017 -0.094661 0.234941 | -1.916913 -0.788510 -4.653059 0.575952 -3.191390 -0.702443 -5.101385 3
0.443721 -0.101610 -0.804278 -0.382000 -0.380904 0.183552 0.488074 | 4.366273 0.595957 -2.139785 1.164377 -2.048993 -0.330554 -4.362187 1
0.200275 0.872756 0.443103 -0.042979 -0.346166 -0.111841 -0.308082 | -3.487709 1.980423 0.373489 1.752803 -0.906595 0.041335 -3.622988 1
0.012313 -0.354555 -0.932168 0.072130 0.463033 -0.257206 -0.274750 | 2.795476 -1.967870 2.886764 2.341229 0.235802 0.413225 -2.883790 2
0.824837 0.025782 0.160772 0.541416 -0.365254 0.078047 0.937122 | -0.346116 -0.583404 5.400038 2.929654 1.378199 0.785114 -2.144592 2
0.618086 0.652880 0.194458 -0.392304 0.439557 -0.384144 0.663690 | 5.937069 0.801063 -4.150404 3.518080 2.520597 1.157004 -1.405394 3
0.456018 0.793643 0.382002 -0.127490 0.166599 -0.203359 0.197032 | -6.040253 -1.506381 -1.637130 0.071587 3.662994 1.528893 -0.666195 3
0.795228 0.434905 0.420694 0.038553 0.246766 0.253841 0.335412 | 0.242932 -0.121915 0.876144 0.660012 4.805391 1.900783 0.073003 0
0.125406 0.904071 -0.338180 0.229268 -0.043889 0.039799 0.654943 | -2.898660 1.262552 3.389418 1.248438 5.947789 2.272672 0.812201 0
0.114404 0.302814 0.886712 -0.330087 0.140496 0.076979 0.753278 | 3.384525 -1.044893 5.902692 1.836864 -5.372330 2.644561 1.551399 2
0.441410 0.537586 0.654906 -0.295391 -0.171862 0.258567 0.761298 | -4.469457 0.339574 -6.060492 2.425290 -4.229933 3.016451 2.290598 3
0.635493 -0.172310 -0.092705 0.746902 -0.179391 0.552391 0.289593 | 1.813729 1.724041 -3.547218 3.013715 -3.087536 -1.417615 3.029796 0
0.475959 -0.166594 0.438586 0.743876 0.022675 0.584217 0.164139 | -1.327864 -1.814041 -1.033944 3.602141 -1.945138 -1.045726 3.768994 3
0.277493 0.108733 0.944019 0.141428 0.258963 0.100833 0.197395 | 4.955321 -0.429574 1.479330 0.155647 -0.802741 -0.673837 4.508193 2
0.773756 0.622004 -0.035636 0.114643 0.223800 -0.254508 0.596530 | -5.254855 0.954893 3.992604 0.744073 0.339656 -0.301947 5.247391 0
0.803530 -0.244043 -0.368232 -0.398983 -0.330890 -0.000623 0.738209 | 1.028330 -1.352552 -5.557837 1.332499 1.482054 0.069942 5.986589 3
0.750055 -0.288794 0.275732 0.527244 0.205667 0.403185 0.783947 | -2.113262 0.031915 -3.044563 1.920925 2.624451 0.441832 -5.797101 3
0.691845 0.516515 -0.166458 -0.476292 -0.502677 -0.568294 0.168400 | 4.169923 1.416381 -0.531289 2.509350 3.766848 0.813721 -5.057903 1
0.628313 -0.046880 -0.298441 0.716908 0.452275 -0.307917 0.775968 | -3.684059 -0.891063 1.981985 3.097776 4.909246 1.185611 -4.318704 2
0.906761 -0.325208 0.268355 0.003048 -0.354969 0.035840 0.843287 | 2.599127 0.493404 4.495259 3.686202 6.051643 1.557500 -3.579506 2
0.930457 0.210881 0.205072 -0.218461 0.045734 0.184981 0.327873 | -0.542466 1.877870 -5.055183 0.239708 -5.268476 1.929389 -2.840308 1
0.404736 -0.478563 -0.206864 0.751248 -0.287228 -0.187372 -0.017593 | 5.740719 -1.660211 -2.541909 0.828134 -4.126079 2.301279 -2.101110 3
0.743981 0.517248 -0.255877 -0.336859 0.206165 0.117204 0.784564 | -5.647554 -0.275744 -0.028634 1.416560 -2.983681 2.673168 -1.361911 1
0.217673 0.405036 0.879387 -0.123459 0.177451 0.393752 0.611075 | 0.635631 1.108722 2.484640 2.004985 -1.841284 3.045058 -0.622713 2
0.663098 -0.113080 0.420700 -0.608708 0.415571 0.357998 0.572035 | -2.505961 -1.198722 4.997914 2.593411 -0.698887 -1.389009 0.116485 2
0.182767 0.485440 -0.257350 -0.815300 -0.233191 -0.000006 0.856509 | 3.777224 0.185744 -4.552528 3.181837 0.443511 -1.017119 0.855683 3
0.697293 -0.359535 -0.454632 0.421695 -0.534806 0.290430 0.270216 | -4.076758 1.570211 -2.039254 3.770263 1.585908 -0.645230 1.594882 0
0.079227 0.319333 -0.852580 -0.406025 -0.151711 0.133301 0.304230 | 2.206428 -0.737233 0.474020 0.323769 2.728305 -0.273340 2.334080 0
0.711916 -0.557386 -0.405350 -0.134862 -0.168768 0.264947 0.556586 | -0.935165 0.647233 2.987295 0.912195 3.870703 0.098549 3.073278 0
0.596206 -0.029547 -0.773363 0.213481 -0.200854 -0.319086 -0.231397 | 5.348020 2.031700 5.500569 1.500621 5.013100 0.470439 3.812477 0
0.381422 -0.825576 -0.059387 0.411601 -0.402129 -0.393453 -0.172088 | -4.862156 -1.916594 -4.049873 2.089046 6.155497 0.842328 4.551675 3
0.227303 -0.410592 -0.240138 -0.849754 0.158492 -0.334315 0.916403 | 1.421029 -0.532127 -1.536599 2.677472 -5.164622 1.214218 5.290873 3
0.480499 -0.216592 -0.332965 -0.781884 -0.134959 -0.411315 0.826219 | -1.720563 0.852340 0.976675 3.265898 -4.022224 1.586107 6.030071 0
0.480923 0.491219 -0.385921 0.615208 0.204560 0.387369 0.625089 | 4.562622 -1.455105 3.489949 3.854323 -2.879827 1.957996 -5.753619 2
0.271337 -0.052430 0.409822 0.869295 -0.037868 0.149409 0.221501 | -3.291360 -0.070638 6.003223 -0.168587 -1.737430 2.329886 -5.014420 1
0.288313 -0.311041 0.190852 0.885271 -0.065239 0.018557 0.110437 | 2.991826 1.313828 -5.959961 0.419839 -0.595032 2.701775 -4.275222 1
0.578436 0.088759 -0.122988 0.801503 -0.276127 0.081870 0.131729 | -0.149767 -0.993616 -3.446687 1.008264 0.547365 3.073665 -3.536024 3
0.703012 0.578658 -0.302743 -0.281561 0.190735 -0.370615 0.561060 | 6.133418 0.390851 -0.933413 1.596690 1.689762 -1.360402 -2.796826 1
0.439027 -0.735578 0.213499 0.469679 0.381295 0.406432 0.141594 | -6.138428 1.775317 1.579861 2.185116 2.832160 -0.988512 -2.057627 1
0.507186 0.747918 0.126032 -0.409263 -0.589164 -0.293665 0.105477 | 0.144757 -1.762764 4.093135 2.773541 3.974557 -0.616623 -1.318429 2
0.857753 -0.223107 0.297407 -0.355011 0.394727 0.109145 0.832692 | -2.996835 -0.378298 -5.457307 3.361967 5.116954 -0.244733 -0.579231 3
0.003272 0.917196 0.084181 0.389428 0.214030 0.063379 0.306284 | 3.286350 1.006169 -2.944032 -0.084526 6.259352 0.127156 0.159967 3
0.615122 -0.777351 -0.131416 0.008947 0.129449 0.171675 0.565829 | -4.567632 -1.301275 -0.430758 0.503899 -6.193723 0.499046 0.899166 3
0.431289 0.650174 0.549683 -0.298518 -0.379741 -0.308729 0.429514 | 1.715554 0.083191 2.082516 1.092325 -5.051326 0.870935 1.638364 2
0.363183 0.790494 0.385847 -0.307146 -0.411905 -0.528597 0.324643 | -1.426039 1.467658 4.595790 1.680751 -3.908929 1.242824 2.377562 0
0.159357 0.383422 -0.221076 -0.882450 0.176279 0.478785 0.800684 | 4.857146 -0.839786 -4.954652 2.269177 -2.766532 1.614714 3.116761 3
0.286010 0.664677 -0.312055 -0.615650 0.106067 0.212427 0.913931 | -5.353030 0.544680 -2.441378 2.857602 -1.624134 1.986603 3.855959 3
0.025618 0.311349 0.840310 -0.443041 0.392772 0.430327 0.062747 | 0.930156 1.929147 0.071897 3.446028 -0.481737 2.358493 4.595157 0
0.310320 -0.117737 0.659252 0.674704 -0.022822 0.024823 0.193992 | -2.211437 -1.608935 2.585171 -0.000465 0.660660 2.730382 5.334355 2
0.366322 -0.301040 0.143566 -0.868661 -0.259826 0.021276 0.441496 | 4.071748 -0.224468 5.098445 0.587960 1.803058 3.102272 6.073554 2
0.352471 0.831820 0.321240 0.283982 -0.274118 -0.175348 0.380854 | -3.782233 1.159999 -4.451997 1.176386 2.945455 -1.331795 -5.710136 1
0.570790 -0.513165 -0.367770 -0.524981 0.513891 0.105099 0.376186 | 2.500952 -1.147446 -1.938723 1.764812 4.087852 -0.959905 -4.970938 3
0.535137 -0.357771 0.023956 -0.764888 0.354247 -0.003576 0.874494 | -0.640641 0.237021 0.574551 2.353237 5.230250 -0.588016 -4.231740 1
0.270418 0.716143 -0.140284 0.627960 0.600668 -0.427179 0.197375 | 5.642545 1.621488 3.087825 2.941663 -6.089869 -0.216126 -3.492542 1
0.679754 -0.251466 -0.362471 0.585930 -0.538480 -0.224945 0.666298 | -5.745729 -0.685957 5.601100 3.530089 -4.947472 0.155763 -2.753343 2
0.419102 -0.302714 -0.741221 0.428146 -0.217739 0.009241 0.205173 | 0.537457 0.698510 -3.949342 0.083595 -3.805075 0.527652 -2.014145 1
0.707413 -0.307974 -0.539039 -0.337871 -0.192624 0.372820 0.231448 | -2.604136 2.082977 -1.436068 0.672021 -2.662677 0.899542 -1.274947 1
0.614971 -0.178621 -0.086901 -0.763121 0.498582 -0.174287 0.426770 | 3.679049 -2.047634 1.077206 1.260447 -1.520280 1.271431 -0.535749 2
0.008513 0.907923 -0.367619 -0.201148 0.433385 -0.409762 0.312369 | -4.174932 -0.663167 3.590480 1.848872 -0.377883 1.643321 0.203450 2
0.105933 0.765715 0.550303 -0.315635 -0.335476 0.507078 0.489978 | 2.108253 0.721299 6.103754 2.437298 0.764515 2.015210 0.942648 0
0.207119 0.876444 -0.007556 0.434616 -0.240537 0.586709 0.185520 | -1.033340 -1.586145 -5.859430 3.025724 1.906912 2.387100 1.681846 3
0.034031 0.296512 0.953551 -0.040771 0.019274 -0.145969 0.763620 | 5.249846 -0.201678 -3.346156 3.614150 3.049309 2.758989 2.421044 3
0.199080 -0.058552 0.506352 0.836986 0.216796 0.046707 0.209641 | -4.960331 1.182788 -0.832882 0.167656 4.191707 3.130878 3.160243 0
0.172344 0.713466 0.518764 -0.438347 -0.357847 -0.138185 0.254445 | 1.322855 -1.124656 1.680392 0.756082 5.334104 -1.672877 3.899441 2
0.337363 0.041277 -0.178979 -0.923281 -0.279466 0.180123 0.717667 | -1.818738 0.259811 4.193666 1.344508 -5.986015 -1.300987 4.638639 2
0.081405 0.219543 -0.967643 0.094022 0.072855 -0.511013 -0.069035 | 4.464447 1.644277 -5.356776 1.932933 -4.843618 -0.929098 5.377838 0
0.053302 -0.136235 0.988773 -0.030432 0.461049 -0.088607 -0.204130 | -3.389534 -1.893804 -2.843501 2.521359 -3.701220 -0.557208 6.117036 3
0.298556 -0.117296 0.094056 -0.942475 0.265508 -0.094927 0.931056 | 2.893651 -0.509338 -0.330227 3.109785 -2.558823 -0.185319 -5.666654 1
0.598986 -0.083113 0.622616 -0.496645 0.473824 -0.372181 0.592226 | -0.247942 0.875129 2.183047 3.698210 -1.416426 0.186570 -4.927456 1
0.592789 0.116808 0.787757 0.119980 0.066771 -0.280542 0.247807 | 6.035244 -1.432315 4.696321 0.251717 -0.274028 0.558460 -4.188258 2
0.227148 0.652604 -0.692896 -0.205930 -0.111417 0.419953 0.295957 | -5.942078 -0.047849 -4.854121 0.840143 0.868369 0.930349 -3.449059 3
0.578997 0.642378 0.490385 0.107872 0.380158 -0.298748 0.641051 | 0.341107 1.336618 -2.340847 1.428568 2.010766 1.302239 -2.709861 1
0.465246 0.288833 0.622383 0.559250 0.332206 0.056892 0.902869 | -2.800486 -0.970826 0.172427 2.016994 3.153164 1.674128 -1.970663 1
0.467030 0.823063 -0.297336 -0.126657 -0.142954 -0.217183 0.909866 | 3.482700 0.413640 2.685702 2.605420 4.295561 2.046018 -1.231465 2
0.769602 0.412066 0.379500 0.306421 -0.132242 0.601483 0.189340 | -4.371282 1.798107 5.198976 3.193846 5.437958 2.417907 -0.492266 2
0.201040 0.605545 -0.538401 -0.550475 0.273785 -0.453310 0.174769 | 1.911903 -1.739975 -4.351466 3.782271 -5.882161 2.789796 0.246932 3
0.601898 -0.777609 -0.161339 -0.083735 -0.225321 0.091007 0.286395 | -1.229689 -0.355508 -1.838192 0.335778 -4.739763 -1.644270 0.986130 3
0.491362 -0.664894 -0.546268 0.134428 0.193823 -0.150257 0.103662 | 5.053496 1.028959 0.675082 0.924204 -3.597366 -1.272380 1.725328 0
0.351792 -0.528151 0.762936 -0.123396 -0.066284 -0.363649 -0.032899 | -5.156680 -1.278486 3.188356 1.512629 -2.454969 -0.900491 2.464527 2
0.834876 -0.511218 0.102416 -0.176489 0.253112 0.321216 0.809144 | 1.126505 0.105981 5.701631 2.101055 -1.312571 -0.528602 3.203725 2
0.669336 0.379767 -0.444750 0.458218 -0.276550 -0.688638 0.404559 | -2.015087 1.490448 -3.848811 2.689481 -0.170174 -0.156712 3.942923 0
0.858896 -0.317552 0.031149 -0.400609 0.340985 0.478313 0.713978 | 4.268098 -0.816997 -1.335537 3.277906 0.972223 0.215177 4.682122 0
0.655813 0.102603 0.331954 0.670216 -0.078624 0.358379 0.827137 | -3.585884 0.567470 1.177737 3.866332 2.114621 0.587067 5.421320 0
0.885447 -0.144587 0.211367 -0.387817 0.142420 -0.018287 0.408828 | 2.697301 1.951937 3.691011 -0.156578 3.257018 0.958956 6.160518 0
0.709068 0.323691 -0.491132 0.388891 -0.109487 -0.056516 0.586021 | -0.444291 -1.996357 6.204285 0.431847 4.399415 1.330846 -5.623172 2
0.342671 0.545170 -0.750703 0.147686 0.230242 -0.170565 0.562566 | 5.838894 -0.611891 -6.241448 1.020273 5.541813 1.702735 -4.883974 3
0.319959 0.648915 0.640046 -0.258605 -0.178619 0.082679 0.730227 | -5.549379 0.772576 -3.728174 1.608699 -5.778306 2.074624 -4.144775 1
0.654836 -0.524837 0.214851 0.499575 -0.267871 -0.511146 0.489175 | 0.733806 -1.534868 -1.214900 2.197124 -4.635909 2.446514 -3.405577 3
0.028995 -0.513334 0.802916 0.301619 0.092792 0.090172 0.865490 | -2.407787 -0.150402 1.298374 2.785550 -3.493512 2.818403 -2.666379 1
0.669412 -0.182200 -0.631320 -0.346591 -0.423024 -0.327495 0.394003 | 3.875399 1.234065 3.811648 3.373976 -2.351114 -1.615663 -1.927181 1
0.368494 0.802711 -0.149712 -0.444359 -0.158836 -0.077999 0.321668 | -3.978583 -1.073380 -5.738793 -0.072518 -1.208717 -1.243774 -1.187982 3
0.466415 0.647809 -0.130284 0.588070 0.215967 -0.277142 0.474484 | 2.304602 0.311087 -3.225519 0.515908 -0.066320 -0.871884 -0.448784 3
0.561476 0.411178 -0.717631 -0.026137 -0.147663 -0.398653 -0.043708 | -0.836990 1.695554 -0.712245 1.104334 1.076078 -0.499995 0.290414 0
0.580034 -0.710723 0.249523 -0.310116 0.124373 0.576959 0.128966 | 5.446195 -1.842528 1.801029 1.692760 2.218475 -0.128105 1.029612 2
0.607274 0.437006 -0.075599 0.659188 0.332801 -0.410686 0.754706 | -4.763981 -0.458061 4.314303 2.281185 3.360872 0.243784 1.768811 2
0.727426 -0.669662 0.148302 -0.020253 -0.060125 0.641324 0.687157 | 1.519204 0.926406 -5.236138 2.869611 4.503270 0.615674 2.508009 0
0.429194 -0.513933 0.689266 0.276726 0.110865 0.676210 0.513042 | -1.622388 -1.381039 -2.722864 3.458037 5.645667 0.987563 3.247207 3
0.435780 -0.778051 0.054793 -0.449143 0.025457 -0.079092 0.122753 | 4.660797 0.003428 -0.209590 0.011543 -5.674452 1.359452 3.986406 0
0.482075 -0.138347 -0.294139 -0.813601 0.032300 -0.198053 0.583920 | -3.193185 1.387895 2.303684 0.599969 -4.532055 1.731342 4.725604 0
0.853419 0.243004 0.267640 0.375492 0.247091 0.440641 0.535427 | 3.090001 -0.919550 4.816958 1.188395 -3.389657 2.103231 5.464802 2
0.662844 0.703827 0.105858 0.232506 0.332983 0.309132 0.674613 | -0.051592 0.464917 -4.733484 1.776820 -2.247260 2.475121 6.204000 3
0.730254 -0.492972 -0.468066 0.067992 0.539155 -0.148671 0.323808 | 6.231593 1.849383 -2.220209 2.365246 -1.104863 2.847010 -5.579690 1
0.135913 0.758092 -0.630868 0.093964 -0.569171 -0.077854 0.134362 | -6.187515 -1.688698 0.293065 2.953672 0.037535 -1.587056 -4.840491 1
0.040478 -0.362450 -0.416742 -0.832657 0.033345 0.047013 0.830398 | 0.095670 -0.304231 2.806339 3.542098 1.179932 -1.215167 -4.101293 2
0.801227 -0.027325 0.597719 -0.004563 0.051605 0.122042 0.265572 | -3.045923 1.080235 5.319613 0.095604 2.322329 -0.843277 -3.362095 1
0.426664 0.581668 -0.658756 -0.213685 0.047340 -0.227942 0.105092 | 3.237263 -1.227209 -4.230829 0.684030 3.464727 -0.471388 -2.622897 3
0.572674 -0.220326 0.773056 -0.160888 0.485302 0.095867 0.493803 | -4.616719 0.157257 -1.717555 1.272455 4.607124 -0.099498 -1.883698 1
0.323412 0.080721 -0.942077 -0.037148 -0.393056 0.509996 -0.019279 | 1.666466 1.541724 0.795719 1.860881 5.749521 0.272391 -1.144500 0
0.575886 -0.507365 -0.629714 -0.119982 -0.112369 0.684402 0.575747 | -1.475126 -0.765720 3.308994 2.449307 -5.570598 0.644280 -0.405302 2
0.262063 -0.416856 0.400855 -0.772573 0.075587 -0.457362 0.868196 | 4.808059 0.618746 5.822268 3.037733 -4.428200 1.016170 0.333896 2
0.585908 0.001299 0.067777 0.807538 0.448813 0.497692 0.276074 | -5.402117 2.003213 -6.140917 3.626158 -3.285803 1.388059 1.073095 3
0.127007 -0.734502 0.184057 0.640702 -0.068349 0.234820 0.121775 | 0.881068 -1.945081 -3.627643 0.179665 -2.143406 1.759949 1.812293 3
0.097321 -0.803034 -0.281794 -0.516002 -0.255762 0.195182 0.328258 | -2.260524 -0.560614 -1.114369 0.768091 -1.001008 2.131838 2.551491 3
0.372472 -0.138319 -0.728741 -0.557735 0.159486 -0.347989 0.363250 | 4.022661 0.823853 1.398905 1.356516 0.141389 2.503728 3.290690 0
0.750812 0.214477 -0.271405 -0.562690 0.514859 -0.079481 0.167376 | -3.831321 -1.483592 3.912179 1.944942 1.283786 2.875617 4.029888 2
0.568595 -0.700343 -0.418067 0.106951 -0.159397 0.040202 0.799052 | 2.451865 -0.099125 -5.638262 2.533368 2.426184 -1.558449 4.769086 3
0.596535 0.047260 -0.205266 0.774453 0.393403 -0.389984 0.520660 | -0.689728 1.285341 -3.124988 3.121793 3.568581 -1.186560 5.508284 0
0.804776 -0.545556 -0.044192 -0.229674 -0.262043 0.497613 0.471807 | 5.593457 -1.022103 -0.611714 3.710219 4.710978 -0.814670 6.247483 0
0.452506 -0.185216 -0.872314 -0.001461 -0.276111 0.187380 0.278505 | -5.794816 0.362364 1.901560 0.263726 5.853376 -0.442781 -6.272848 1
0.623890 0.350495 -0.430795 0.549845 0.325627 -0.312981 0.439655 | 0.488369 1.746830 4.414834 0.852151 -5.466743 -0.070892 -5.533650 1
0.228127 -0.130827 0.641018 -0.721068 0.513406 -0.239266 0.444878 | -2.653224 -1.791251 -5.135607 1.440577 -4.324346 0.300998 -4.794451 3
0.055364 -0.286857 -0.270339 -0.917369 0.404158 0.459457 0.640391 | 3.629962 -0.406784 -2.622333 2.029003 -3.181949 0.672887 -4.055253 3
0.762470 -0.501645 0.039586 -0.406725 -0.282319 0.663332 0.521292 | -4.224020 0.977682 -0.109059 2.617429 -2.039551 1.044777 -3.316055 1
0.026245 -0.510558 -0.426334 0.746245 0.281554 -0.633446 0.482689 | 2.059165 -1.329762 2.404215 3.205854 -0.897154 1.416666 -2.576857 2
0.713424 0.555678 -0.031426 -0.425748 0.159253 0.053710 0.892252 | -1.082427 0.054704 4.917489 3.794280 0.245243 1.788556 -1.837658 2
0.898818 0.214385 -0.179909 0.337339 0.171600 0.132912 0.401562 | 5.200758 1.439171 -4.632953 0.347786 1.387641 2.160445 -1.098460 0
0.898865 0.185745 -0.058129 -0.392634 0.277075 -0.388370 0.313269 | -5.009418 -0.868273 -2.119679 0.936212 2.530038 2.532334 -0.359262 3
0.675986 0.402481 -0.150093 0.598769 0.068891 0.497448 0.493165 | 1.273767 0.516193 0.393596 1.524638 3.672435 2.904224 0.379936 0
0.038139 0.635804 -0.110130 -0.763001 -0.204225 -0.526439 0.344290 | -1.867825 1.900660 2.906870 2.113064 4.814833 -1.529842 1.119135 0
0.518839 0.040868 0.781490 0.344107 0.206737 0.624135 0.260672 | 4.415360 -1.637422 5.420144 2.701489 5.957230 -1.157953 1.858333 2
0.867565 -0.031452 -0.310083 -0.387545 0.018629 0.069548 0.912109 | -3.438622 -0.252955 -4.130298 3.289915 -5.362889 -0.786064 2.597531 3
0.347787 0.422172 0.001798 -0.837145 -0.531066 -0.088767 0.587021 | 2.844564 1.131512 -1.617024 3.878341 -4.220492 -0.414174 3.336730 0
0.108629 0.836356 -0.209750 0.494684 0.115729 -0.042467 0.202818 | -0.297029 -1.175933 0.896250 -0.144570 -3.078094 -0.042285 4.075928 2
0.223182 -0.911151 -0.065385 0.340175 -0.320219 -0.025008 0.233815 | 5.986156 0.208534 3.409525 0.443856 -1.935697 0.329605 4.815126 2
0.027510 0.494624 0.603116 -0.625173 0.153881 -0.137466 -0.193217 | -5.991166 1.593001 5.922799 1.032282 -0.793300 0.701494 5.554324 0
0.254687 -0.778405 -0.235950 -0.523018 0.094851 0.172513 0.848392 | 0.292020 -0.714444 -6.040386 1.620707 0.349098 1.073384 -6.229366 3
0.779299 -0.573829 -0.091334 -0.234672 -0.073067 -0.078023 0.966875 | -2.849573 0.670023 -3.527112 2.209133 1.491495 1.445273 -5.490167 3
0.668765 0.580306 0.384143 -0.261598 -0.583156 -0.188406 -0.118884 | 3.433612 2.054490 -1.013838 2.797559 2.633892 1.817162 -4.750969 1
0.596088 -0.045355 0.371287 0.710470 0.358202 -0.469698 0.058302 | -4.420369 -2.030542 1.499436 3.385985 3.776290 2.189052 -4.011771 2
0.805715 0.463211 -0.247506 0.273862 0.024604 -0.104530 0.170177 | 1.862816 -0.646075 4.012710 -0.060509 4.918687 2.560941 -3.272573 2
0.962508 0.139621 -0.225916 0.055190 0.138686 -0.107956 0.215162 | -1.278777 0.738392 -5.537731 0.527917 6.061084 2.932831 -2.533374 1
0.346579 0.091222 0.827737 0.431756 -0.040619 0.291552 -0.095726 | 5.004409 -1.569053 -3.024457 1.116343 -5.259035 -1.501235 -1.794176 3
0.207753 -0.627657 0.565162 -0.493435 0.328023 0.051291 0.655487 | -5.205768 -0.184586 -0.511183 1.704768 -4.116637 -1.129346 -1.054978 1
0.290996 0.425210 -0.286952 -0.807574 -0.081537 0.504401 0.602143 | 1.077418 1.199881 2.002091 2.293194 -2.974240 -0.757457 -0.315780 1
0.560579 -0.239681 -0.343151 -0.714529 0.166816 0.576668 0.649709 | -2.064175 -1.107564 4.515365 2.881620 -1.831843 -0.385567 0.423419 2
0.190174 -0.173942 -0.025280 0.965888 -0.202077 0.029343 0.937200 | 4.219010 0.276903 -5.035076 3.470045 -0.689445 -0.013678 1.162617 3
0.345128 -0.332656 0.714035 -0.510274 0.173675 0.006478 0.432500 | -3.634971 1.661369 -2.521802 0.023552 0.452952 0.358212 1.901815 0
0.374783 0.442308 0.027601 -0.814334 0.063058 -0.039354 0.645803 | 2.648214 -1.876712 -0.008528 0.611978 1.595349 0.730101 2.641014 0
0.674062 -0.102173 -0.640593 -0.353331 -0.297979 0.493458 0.279618 | -0.493379 -0.492245 2.504746 1.200403 2.737747 1.101991 3.380212 2
